name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Cozy apartment next to the beach,32189241,Rui,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38804,-8.76984,Entire home/apt,80,2,89,2022-10-19,0.98,3,346,10,29911/AL
Art & City I,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15216,-8.61738,Entire home/apt,50,2,259,2022-11-07,2.83,16,350,19,43284/AL
"Our HOMEinLAND of Terroso l Pool, Grill & Seaview",35946202,Dino & Ines,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.41572,-8.72872,Entire home/apt,110,7,58,2022-10-02,0.64,3,310,6,15999/AL
Porto-Casa Piscina Soberbas vistas sobre Rio Douro,15784216,João,GONDOMAR,Melres e Medas,41.05132,-8.38562,Entire home/apt,396,2,29,2022-12-04,0.36,1,360,9,
Casa da Hera - The Ivy House,31174527,Carlos Mendes Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14351,-8.62134,Entire home/apt,144,2,358,2022-11-15,3.95,1,323,26,39646/AL
Serralves Park Apartment with Garage,642762,Jorge,PORTO,Lordelo do Ouro e Massarelos,41.1567,-8.65143,Entire home/apt,500,200,134,2020-01-26,1.52,1,0,0,45862/AL
PRIORADO STUDIO Suspended Bed,17236900,Nuno&Telma,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15509,-8.62033,Entire home/apt,70,3,142,2022-10-31,1.57,2,0,12,59995/AL
Rosário Arts 1,31641959,Helena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15042,-8.62094,Entire home/apt,75,3,306,2022-12-11,3.31,4,300,55,5723/AL
Lvsiadas Apartments - Discover Porto,33807740,Lvsiadas Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15796,-8.60932,Entire home/apt,40,30,15,2020-10-01,0.17,3,31,0,13271/AL
Villa José Maria,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07232,-8.50684,Entire home/apt,199,3,5,2022-10-09,0.1,4,356,4,
Lvsiadas Apartments - Discover Porto.,33807740,Lvsiadas Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15823,-8.60929,Entire home/apt,22,50,4,2019-04-21,0.05,3,0,0,13284/AL
Lello - One bedroom apartment,17789572,Oporto Trendy Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14671,-8.60299,Entire home/apt,103,1,19,2022-08-20,0.21,22,322,2,35547/AL
Espaçoso E Luminoso Apartamento perto de Belas Artes,806826,Miguel,PORTO,Bonfim,41.14486,-8.59863,Entire home/apt,260,3,239,2022-11-23,2.61,4,339,42,12613/AL
O´Porto Fontainhas Flat,24404975,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14404,-8.60268,Entire home/apt,60,3,344,2022-11-28,3.75,7,137,27,14683/AL
Ambiente Agradável/Nice Place,34862783,Elis And Family'S House,PORTO,Lordelo do Ouro e Massarelos,41.1537,-8.63091,Private room,25,1,417,2021-03-01,4.55,2,0,0,83789/AL
"Riverfront Porto & Douro, Spectacular Views!",16241126,Marcelo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13989,-8.60974,Entire home/apt,125,3,206,2022-10-25,2.28,4,259,29,22071/AL
O´Porto Torrinha Flat,24404975,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15298,-8.62181,Entire home/apt,40,3,294,2022-11-30,3.19,7,260,26,11423/AL
Apart. Camões for 2 to 4 guests,36076998,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15454,-8.61034,Entire home/apt,45,2,66,2019-08-03,0.73,2,0,0,28842/AL
Quarto single,7782764,João,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19105,-8.60728,Private room,24,5,5,2017-12-04,0.06,4,237,0,
The perfect location to visit Porto,35725116,André,PORTO,Lordelo do Ouro e Massarelos,41.14953,-8.62874,Entire home/apt,115,2,73,2022-09-03,0.81,1,355,9,58574/AL
HAVEN 249 Passos Manuel,34904037,Vasco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14654,-8.60425,Entire home/apt,39,2,421,2022-12-01,4.59,2,22,62,100122/AL
Cozy beachfront in Vila do Conde,32601069,Filomena,VILA DO CONDE,Vila do Conde,41.34275,-8.75209,Entire home/apt,120,5,16,2022-06-13,0.18,1,139,1,14835/AL
Art & City II,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15077,-8.61665,Entire home/apt,50,2,279,2022-09-11,3.05,16,336,18,43286/AL
Top Design Apartment in Boavista,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15682,-8.62275,Entire home/apt,171,1,4,2019-06-09,0.05,9,365,0,19178/AL
"#2 | OPO | Torrinha | ""Old Radio""",34467922,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15235,-8.6206,Private room,25,2,247,2022-12-11,2.71,6,352,20,24590/AL
Boavista apartment,32667143,Tiago,PORTO,Ramalde,41.16596,-8.64813,Entire home/apt,45,7,9,2017-08-31,0.1,1,0,0,
YOUROPO - Clérigos 1,16922131,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14585,-8.61332,Entire home/apt,209,1,97,2022-12-05,1.07,86,356,6,24058/AL
OPO | Torrinha | “Old Radio” apartment,34467922,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15213,-8.62011,Entire home/apt,65,2,61,2022-10-31,0.67,6,346,2,24590/AL
Ribeira Oporto Apartment (renovated 2022),35057317,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14240646362305,-8.615172386169434,Entire home/apt,42,2,321,2022-12-10,3.52,9,217,41,35745/AL
Apartamento centro hístorico Porto,35079727,Vitor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14423,-8.61742,Entire home/apt,44,2,395,2022-11-21,4.35,2,287,65,21270/AL
Casa Jardim (Garden House) Ind.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.34996,-8.75044,Private room,26,3,7,2022-10-22,0.16,4,365,6,
"""Casa das Azenhas""",35131806,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.136,-8.62028,Entire home/apt,60,2,163,2020-03-16,1.8,1,0,0,63866/AL.
Casa Jardim (Garden House) Cas.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35049,-8.74904,Private room,36,3,3,2022-09-25,0.07,4,365,2,
Agradable Room Style,34862783,Elis And Family'S House,PORTO,Lordelo do Ouro e Massarelos,41.15371,-8.62951,Private room,23,1,399,2022-12-07,4.42,2,21,64,83789/AL
"city centre, Douro view, room+wc",3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1438,-8.60461,Private room,29,2,15,2016-09-03,0.17,2,0,0,
Casa Jardim (Garden House) Dup.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35176,-8.74942,Private room,36,3,4,2021-08-24,0.04,4,365,0,
"New York Apartment, center Porto",36268719,Luis,PORTO,Lordelo do Ouro e Massarelos,41.1524,-8.62249,Entire home/apt,47,3,21,2020-01-02,0.23,1,259,0,63681/AL
Casa Jardim (Garden House) Cha.,38116185,Nuno,VILA DO CONDE,Vila do Conde,41.35071,-8.74977,Private room,70,3,1,2018-07-06,0.02,4,365,0,
Breath Taking Views,7682448,Joana & Miguel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13623,-8.61176,Entire home/apt,154,2,266,2022-12-11,2.91,6,86,39,15528/AL
Top floor balcony flat in Porto,31731597,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16377,-8.60999,Entire home/apt,69,3,25,2022-08-24,0.28,6,173,4,9825
Sunny Apartment in T Pascoais,33909357,R&R Housing AL,PORTO,Bonfim,41.16093,-8.598,Entire home/apt,81,2,9,2018-08-25,0.12,4,0,0,Licence nº 18646/AL
Casa do Mar 1680,7481683,Ruca,VILA NOVA DE GAIA,Arcozelo,41.04371,-8.6517,Entire home/apt,70,3,55,2020-09-26,0.61,3,0,0,17893/AL
Porto back apartment-walk to center,31731597,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16346,-8.61047,Entire home/apt,64,3,25,2022-08-13,0.28,6,13,1,9825
SweetGetaway-PORTUGAL-BeachBike PORTO/Espinho City,37815914,Joana,ESPINHO,Espinho,41.0112,-8.6408,Entire home/apt,75,3,43,2022-09-26,0.55,1,349,7,32918/AL
Luxury room in a house with a pool,36316064,Celeste,VILA NOVA DE GAIA,Serzedo e Perosinho,41.05234,-8.57209,Private room,50,1,26,2022-09-19,0.34,1,180,1,72407/AL
Nice studio with balcony in Gaia,34499587,Ana Rute,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12869,-8.61204,Entire home/apt,57,2,31,2022-10-30,0.35,9,286,13,115517/AL
"Charming apt. at ""Arts District""",17452235,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15118,-8.62024,Entire home/apt,80,2,237,2022-11-20,2.63,2,249,24,37632/AL
Casas de Sant'Ana Oporto Apt 1,35205902,Cláudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14257,-8.61311,Entire home/apt,79,2,441,2022-12-02,4.84,4,335,62,16126/AL
Rosário Arts 2,31641959,Helena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15042,-8.62094,Entire home/apt,55,3,297,2022-11-13,3.29,4,314,40,5720/AL
Casas de Sant'Ana Oporto Apt 2,35205902,Cláudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14263,-8.61306,Entire home/apt,81,2,492,2022-11-27,5.39,4,311,79,16127/AL
ARACELLI APARTMENT with TERRACE/ BALCONY,14475589,Maria Manuela,VALONGO,Ermesinde,41.2166,-8.54561,Entire home/apt,79,2,16,2022-08-06,0.18,1,22,4,37274/AL
São Bento - One bedroom apartment,17789572,Oporto Trendy Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14669,-8.60306,Entire home/apt,105,1,10,2022-07-18,0.11,22,325,1,35552/AL
Lovely apartment @ downtown,38335891,Carlota,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14857,-8.6077,Entire home/apt,45,2,28,2017-10-21,0.39,1,0,0,
Casa Soares - Estúdio Amor Perfeito,38291048,Casa Soares,SANTA MARIA DA FEIRA,Milheirós de Poiares,40.91643,-8.46975,Entire home/apt,85,2,3,2022-08-28,0.04,1,0,2,
Apartamento T1 Kit-Boavista-Porto,36412394,Sofia,PORTO,Lordelo do Ouro e Massarelos,41.16102,-8.63775,Entire home/apt,50,5,61,2022-11-15,0.67,1,192,10,16863/AL
OceanView Oporto Foz,35245659,Joao,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15722,-8.68238,Entire home/apt,99,3,47,2019-08-23,0.53,1,0,0,15618/AL
Bento Luxury Building #Two,38344434,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14457,-8.61028,Entire home/apt,140,2,6,2018-03-11,0.08,11,191,0,37166/AL
Aida's Haven | Bolhão | Room #1,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14925,-8.60354,Private room,30,2,287,2022-11-16,3.19,10,71,25,21011/AL
T1 no centro da Povoa de Varzim,7792540,Celine,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38255,-8.76226,Entire home/apt,44,6,6,2021-08-15,0.09,1,0,0,
Amazing Riverside Balcony 2Br Apartment,10482480,Rita,PORTO,Lordelo do Ouro e Massarelos,41.14551,-8.62488,Entire home/apt,122,3,229,2022-12-02,2.53,3,302,31,68413/AL
"Mar, Sol, Natureza e História",36639852,Noel,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39039,-8.76582,Entire home/apt,65,3,27,2022-10-29,0.35,1,345,6,31337/AL
Aida's Haven | Bolhão | Room #2,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1477,-8.60364,Private room,31,2,219,2022-11-27,2.43,10,87,22,21011/AL
Aida's Haven | Bolhão | Room #3,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.6033,Private room,28,2,251,2022-11-14,2.79,10,91,24,21011/AL
Casa com piscina,36704186,Maria,VILA DO CONDE,Árvore,41.32978,-8.72516,Entire home/apt,200,5,21,2022-09-25,0.27,1,312,4,17195/AL
Majestic - One bedroom apartment,17789572,Oporto Trendy Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14667,-8.60309,Entire home/apt,79,1,7,2021-08-10,0.08,22,256,0,35554/AL
Aida's Haven | apartment | Bolhão |,38365612,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14846,-8.60389,Entire home/apt,78,2,74,2022-11-01,0.85,10,141,28,21011/AL
Amazing rooftop in Porto center.,35286177,Rui,PORTO,Bonfim,41.15223,-8.59177,Entire home/apt,120,1,1,2015-08-22,0.01,1,362,0,
Arrendar com Paixão,35298800,Mário João,PORTO,Campanhã,41.17116,-8.57931,Private room,120,1,0,,,1,365,0,
Charming apartment in our farmhouse *,11736979,Bartolo,VILA DO CONDE,Fornelo e Vairão,41.327591,-8.646131,Entire home/apt,77,2,19,2022-11-07,0.21,1,314,6,
downtown|84 Historic Centre Charm,4994754,Oportodowntown|84,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14144,-8.61358,Entire home/apt,79,2,128,2022-11-06,1.42,2,6,20,25062/AL
Cama na sala (privado),36919978,Glaucia,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12279,-8.60986,Private room,10,1,15,2016-08-14,0.17,1,0,0,
Room in a Students House,36855760,Ana João,PORTO,Ramalde,41.16248,-8.63329,Private room,17,1,0,,,1,0,0,
YOUROPO - Capela 2,16922131,YourOpo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14996,-8.605731,Entire home/apt,222,1,67,2022-11-07,0.73,86,365,5,114579/AL
House with garden Porto center_2,2807031,Pedro,PORTO,Bonfim,41.14654,-8.59868,Private room,50,3,82,2019-10-29,0.91,1,318,0,
Oporto Private Room/ Terrace,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15435,-8.6048,Private room,60,3,239,2022-11-27,2.64,3,358,40,55003/AL
Casa Rural na praia,38552800,Joaquim,VILA NOVA DE GAIA,Canidelo,41.13026,-8.66777,Entire home/apt,90,3,16,2022-10-24,0.2,3,323,11,
PORTO DOWNTOWN FLATS-RIBEIRA VIEW (renovated 2019),35484736,Tim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14122,-8.61549,Entire home/apt,38,2,132,2022-11-30,1.46,3,263,29,37729/AL
Foz Sea Apartment Porto,31874973,Paula,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15372,-8.67696,Entire home/apt,78,5,214,2022-11-16,2.5,1,157,36,22101/AL
ALEGRIA 319 | 2D @ Porto Downtown,14358016,Marisa,PORTO,Bonfim,41.15238,-8.60344,Entire home/apt,79,2,105,2022-09-23,1.16,2,74,8,19333/AL
Porto Center Trindade Apart,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15079,-8.61294,Entire home/apt,75,3,2,2016-08-06,0.02,4,0,0,
Apartment T0 - Black & White,36964792,Diana,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38871,-8.76599,Entire home/apt,32,4,168,2022-11-09,1.85,1,238,17,14679/AL
Bright Suite,35514299,Mafalda,PORTO,Lordelo do Ouro e Massarelos,41.14801,-8.65783,Private room,30,2,27,2019-02-11,0.3,1,292,0,
Beach boutique apartment in luxury condo,10331489,Licínio,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17448,-8.68808,Entire home/apt,40,2,3,2017-09-18,0.04,1,0,0,
Bright Design Luxury Apartment,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15685,-8.62268,Entire home/apt,177,1,11,2018-10-13,0.12,9,348,0,19180/AL
loft glamour Mangue-Ananas,36910553,Victor,GONDOMAR,Fânzeres e São Pedro da Cova,41.15276,-8.50275,Entire home/apt,44,3,13,2022-10-19,0.15,3,326,4,
Apartamento São João,38958245,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14517,-8.60329,Entire home/apt,60,3,188,2022-11-29,2.1,1,164,38,AL n. 17326  Apartamento S.João
Porto Theater Apart,37066714,Diogo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14525,-8.60754,Entire home/apt,52,1,196,2022-08-29,2.2,34,214,20,18939/AL
"1 Oporto City Center - sleeps 6, 4 beds",37115914,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14941,-8.6102,Entire home/apt,133,2,305,2022-12-06,3.38,5,361,48,17817/AL
New Boavista Exclusive Apartment,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15685,-8.62273,Entire home/apt,151,1,2,2018-02-03,0.03,9,364,0,19182/AL
SHARED ROOM: SOFA-BED + BALCONY + MAPS,14663543,Adam,PORTO,Bonfim,41.14629,-8.60082,Shared room,53,1,37,2022-08-09,0.41,2,80,6,
Bright Open Space with Mezzanine,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15682,-8.6227,Entire home/apt,131,2,8,2019-12-08,0.09,9,365,0,19183/AL
GuestReady - Picaria Apts - Triplet flat,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14881,-8.61333,Entire home/apt,25,2,178,2020-10-30,1.99,245,0,0,38327/AL
Classy Apartment in Boavista,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15687,-8.62273,Entire home/apt,151,1,6,2019-06-09,0.07,9,360,0,19184/AL
"Studio2 rooms, kitchnet and wc.Clean&Safe by HACCP",6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15369,-8.60779,Entire home/apt,25,2,69,2022-12-07,0.77,14,54,37,
"Stunning Location, fully equipped",34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15684,-8.62266,Entire home/apt,131,2,8,2022-06-10,0.09,9,361,1,19147/AL
Apartment in Matosinhos near the beach,37122048,Daniel,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17891,-8.68258,Entire home/apt,100,7,45,2022-11-15,0.5,1,89,9,70403/AL
Vue sur la mer à couper le souffle,39161878,Lurdes,VILA DO CONDE,Vila do Conde,41.36959,-8.76053,Entire home/apt,65,5,109,2022-08-27,1.25,1,66,9,107205/AL
Little Country house and beach for two P.,37120087,Mafalda,VILA DO CONDE,Árvore,41.33771,-8.71995,Entire home/apt,46,3,74,2022-09-30,0.82,3,279,13,41380/AL
The Romantic and Luxurious Oporto,34994986,Baumhaus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15687,-8.62268,Entire home/apt,161,1,9,2019-05-10,0.1,9,365,0,19181/AL
Oporto Best View,41020666,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.61853,Entire home/apt,34,2,298,2022-11-23,3.33,8,299,10,20476/AL
Porto Center Trindade 1B,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15014,-8.61495,Private room,23,3,15,2019-08-20,0.17,4,0,0,
Quiet Individual In Spacious Apart,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15204,-8.61367,Private room,20,3,7,2019-08-04,0.08,4,98,0,
Appartement Mathilde espinho,37594978,Maria,ESPINHO,Espinho,41.00168,-8.64081,Entire home/apt,60,5,3,2020-08-14,0.08,2,365,0,
BRA.com Bonfim 201,40592098,Bárbara,PORTO,Bonfim,41.14695,-8.59795,Entire home/apt,77,2,30,2022-10-10,0.34,24,365,3,18353/AL
BRA.com Bonfim 301,40592098,Bárbara,PORTO,Bonfim,41.14691,-8.5979,Entire home/apt,73,2,14,2022-11-06,0.16,24,361,3,18358/AL
Unique Spot by the River Douro,37046559,André,GONDOMAR,Lomba,41.067402,-8.414421,Entire home/apt,250,3,44,2022-10-19,0.49,1,353,4,46730/AL
Feeling Oporto 931,37145227,Graciete E,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14512,-8.60906,Entire home/apt,50,3,374,2022-11-27,4.13,7,232,60,29537/AL
Charming apartment by the beach!,3701140,Rita,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17901,-8.68958,Entire home/apt,40,2,6,2015-10-01,0.07,1,0,0,
"Beach, surf and Golf house",26436988,Surf & Olives,VILA NOVA DE GAIA,Canidelo,41.11631,-8.65706,Entire home/apt,29,2,282,2022-12-11,3.19,3,353,45,
Feeling Oporto 932,37145227,Graciete E,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14429,-8.60727,Entire home/apt,51,3,336,2022-11-27,3.71,7,235,54,23479/AL
"Corredoura House, near Oporto",39351377,Maria,VILA DO CONDE,Vila Chã,41.29141,-8.72579,Entire home/apt,130,5,66,2022-07-28,0.74,2,273,6,58227/AL
Apartamento Caves O'Porto,37203787,Belmiro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13554,-8.62678,Entire home/apt,70,3,104,2022-11-06,1.15,1,360,34,33235/AL
Cozy Apartment in Central Porto,11105821,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15641,-8.61803,Entire home/apt,41,1,4,2015-09-21,0.04,1,0,0,
"Cozy beach apartment Vila Cha, Porto",41132008,Fergus,VILA DO CONDE,Vila Chã,41.28978,-8.73247,Entire home/apt,50,7,25,2020-08-14,0.32,1,68,0,Exempt
Suite Mil E Uma Noites,39377046,Maria,MAIA,Castêlo da Maia,41.26232,-8.61811,Private room,23,2,70,2022-11-07,0.8,1,168,7,82262/AL
Cúpula de Mourio,41133011,Fernando,VALE DE CAMBRA,São Pedro de Castelões,40.82271,-8.39306,Entire home/apt,386,2,12,2022-08-28,0.22,1,353,6,
Casa da Mineira,41136741,Inês,VILA DO CONDE,Macieira da Maia,41.33792,-8.68305,Entire home/apt,80,3,39,2022-02-26,0.44,1,156,1,
Comfy beach house- amazing sea view,15594041,Amelie,VILA NOVA DE GAIA,Arcozelo,41.0509,-8.65418,Entire home/apt,115,3,42,2022-10-06,0.5,1,276,5,82473/AL
LUXURY apartment t3 oporto antas,37249350,Joaquim,PORTO,Bonfim,41.16377,-8.5899,Entire home/apt,91,3,250,2022-12-05,2.79,1,314,40,62723/AL
Bright & Cosy Studio at Clerigos,186327,Ahmed,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14474,-8.61417,Entire home/apt,40,3,13,2016-06-30,0.14,2,0,0,
Calm & Cosy Studio at Clerigos,186327,Ahmed,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14639,-8.61525,Entire home/apt,40,3,7,2015-09-13,0.08,2,0,0,
Apartment in Porto with 2 bedrooms!,39516691,Filipe,PORTO,Paranhos,41.16882,-8.5976,Entire home/apt,35,1,3,2015-08-21,0.03,1,0,0,
Single room in Porto,39520400,Tarek,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15735,-8.61907,Private room,18,1,1,2015-08-12,0.01,1,0,0,
Apartment in the historic center 1t,14500906,Bragas Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15369,-8.61726,Entire home/apt,51,2,148,2022-10-21,1.65,3,0,10,21097/AL
Architect Apartment Oporto,3742369,Jean Philippe,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1498,-8.62037,Entire home/apt,80,4,184,2022-08-26,2.04,1,106,13,83578/AL
Casa Fonte das Oliveiras,37414070,Kalina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15076,-8.61553,Entire home/apt,55,3,73,2019-10-24,0.81,1,0,0,16685/AL
Casa de Quinta,41270413,Nicolas,MAIA,Cidade da Maia,41.2362,-8.63281,Entire home/apt,120,5,29,2022-08-18,0.34,1,118,2,
"Sunny ""SUITE 51"" Porto Downtown",11230991,Lorenzo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14845,-8.61277,Entire home/apt,73,1,16,2019-04-24,0.18,3,66,0,39045/14/CMP
Low Cost - Sweet House River,39517006,Alexandre,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12594,-8.61289,Private room,26,1,132,2020-01-12,1.47,1,0,0,
Apartamento no centro da cidade,22724401,Marcos,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12205,-8.60676,Entire home/apt,54,4,39,2022-10-13,0.44,9,242,7,
Bright double room in the centre,20619432,Arielle,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14928,-8.61318,Private room,21,1,1,2015-07-18,0.01,1,0,0,
SURF BEACH,37594978,Maria,ESPINHO,Espinho,41.00255,-8.64111,Entire home/apt,60,5,17,2021-11-14,0.22,2,364,0,
Your Place Porto I - Apartament,35902169,Manuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.60558,Entire home/apt,34,2,289,2022-12-02,3.23,2,318,22,22732/AL
